brand;year;transmission;mileage;fuelType;tax;mpg;engineSize;price
vw;2019;Semi-Auto;13005;Petrol;145.0;40.4;1.5;22995
merc;2017;Automatic;18345;Diesel;145.0;67.3;2.1;19499
hyundi;2013;Manual;35300;Petrol;145.0;45.6;1.4;6000
skoda;2019;Manual;12850;Petrol;145.0;58.9;1.0;9545
vauxhall;2019;Manual;7000;Diesel;145.0;53.3;1.5;13995
vw;2014;Manual;72719;Diesel;30.0;60.1;2.0;7627
hyundi;2007;Manual;90800;Petrol;125.0;51.4;1.1;1295
vw;2018;Manual;19712;Diesel;150.0;47.1;2.0;19498
bmw;2016;Semi-Auto;20619;Diesel;145.0;54.3;3.0;29240
skoda;2015;Manual;76160;Diesel;0.0;67.3;1.6;6040
bmw;2019;Automatic;10000;Diesel;145.0;40.4;3.0;55980
ford;2016;Manual;52000;Diesel;200.0;47.9;2.0;17995
toyota;2017;Automatic;36000;Hybrid;0.0;68.9;1.8;19995
toyota;2019;Automatic;5059;Hybrid;135.0;52.3;2.5;27545
vw;2015;Semi-Auto;46463;Diesel;125.0;53.3;2.0;11950
audi;2019;Automatic;6000;Petrol;145.0;29.1;2.9;60990
bmw;2019;Semi-Auto;4500;Petrol;150.0;32.5;3.0;46950
bmw;2013;Automatic;52635;Diesel;160.0;49.6;3.0;17339
audi;2014;Automatic;35000;Petrol;570.0;21.9;5.2;58450
vw;2019;Semi-Auto;5107;Diesel;150.0;62.8;2.0;24491
vauxhall;2015;Manual;54071;Diesel;30.0;65.7;1.6;7990
merc;2015;Automatic;39775;Diesel;125.0;55.4;2.1;15999
skoda;2016;Manual;29426;Petrol;125.0;51.4;1.2;10350
bmw;2020;Semi-Auto;101;Diesel;145.0;40.4;3.0;61995
vw;2013;Manual;69811;Diesel;30.0;60.1;2.0;7345
skoda;2017;Manual;20795;Petrol;20.0;57.7;1.2;8450
vw;2019;Semi-Auto;15;Petrol;145.0;36.2;2.0;26798
vauxhall;2017;Automatic;34416;Petrol;200.0;40.9;1.4;10790
hyundi;2019;Manual;3850;Petrol;145.0;37.2;1.6;12490
vw;2016;Manual;35730;Diesel;20.0;55.4;2.0;14290
skoda;2017;Manual;40700;Petrol;30.0;57.7;1.2;8750
merc;2019;Automatic;4362;Diesel;145.0;45.6;2.2;44410
skoda;2019;Automatic;200;Petrol;145.0;45.6;1.5;16980
bmw;2014;Automatic;44027;Petrol;200.0;41.5;2.0;13499
hyundi;2018;Manual;39010;Diesel;145.0;37.7;2.5;13992
vw;2016;Automatic;34567;Diesel;30.0;62.8;2.0;9466
merc;2013;Semi-Auto;84413;Diesel;205.0;44.8;2.1;14250
audi;2018;Semi-Auto;6850;Diesel;145.0;38.2;3.0;38995
vw;2019;Manual;10;Diesel;145.0;52.3;2.0;27498
bmw;2020;Semi-Auto;17;Petrol;150.0;32.5;3.0;48950
ford;2011;Manual;64000;Petrol;200.0;40.9;1.6;5490
toyota;2019;Automatic;5278;Other;135.0;61.4;1.8;23995
audi;2020;Semi-Auto;2000;Diesel;145.0;33.6;3.0;58000
hyundi;2018;Manual;31007;Diesel;145.0;31.7;2.5;15949
merc;2017;Manual;14602;Diesel;20.0;67.3;2.1;16995
ford;2013;Automatic;52100;Diesel;200.0;47.1;2.0;9795
bmw;2019;Automatic;3000;Petrol;145.0;26.4;3.0;64690
ford;2011;Manual;50425;Petrol;30.0;57.7;1.2;3888
merc;2017;Automatic;47424;Diesel;125.0;56.5;2.1;17999
vauxhall;2015;Manual;31156;Petrol;165.0;44.8;1.6;8495
toyota;2016;Automatic;41487;Hybrid;0.0;85.6;1.8;17480
merc;2017;Semi-Auto;27354;Diesel;160.0;49.6;3.0;23998
audi;2017;Automatic;40763;Diesel;160.0;52.3;3.0;25790
ford;2015;Manual;42429;Petrol;30.0;57.7;1.2;4670
bmw;2019;Automatic;7278;Diesel;145.0;31.4;3.0;74480
bmw;2018;Semi-Auto;6120;Petrol;150.0;29.1;3.0;39995
merc;2017;Automatic;86000;Diesel;145.0;44.8;2.1;29990
merc;2019;Automatic;500;Diesel;260.0;35.8;2.3;24945
vw;2016;Semi-Auto;43308;Diesel;145.0;54.3;2.0;12890
vw;2019;Automatic;10000;Diesel;145.0;50.4;2.0;30950
merc;2012;Automatic;46283;Petrol;555.0;28.5;5.5;21749
merc;2019;Automatic;4011;Diesel;145.0;47.9;2.9;43490
toyota;2016;Manual;14103;Petrol;205.0;41.5;1.6;11298
audi;2016;Automatic;29000;Petrol;325.0;29.4;4.0;44950
toyota;2019;Automatic;5000;Other;135.0;217.3;1.8;28590
hyundi;2015;Manual;23989;Petrol;125.0;50.4;1.4;6495
toyota;2018;Automatic;4623;Hybrid;135.0;85.6;1.8;21725
vw;2019;Semi-Auto;3800;Diesel;145.0;33.6;2.0;41995
skoda;2017;Manual;15300;Petrol;20.0;60.1;1.2;8490
hyundi;2016;Manual;28221;Diesel;30.0;64.2;1.6;7900
skoda;2019;Manual;10889;Petrol;150.0;49.6;1.0;13995
vw;2020;Manual;1724;Diesel;145.0;47.9;2.0;16995
skoda;2019;Manual;7000;Petrol;145.0;49.6;1.0;13495
skoda;2020;Manual;1000;Petrol;145.0;49.6;1.0;15991
vw;2009;Automatic;112000;Petrol;265.0;37.2;2.0;5995
ford;2014;Manual;50452;Petrol;30.0;57.7;1.2;3495
ford;2018;Automatic;1298;Diesel;145.0;51.4;1.5;15999
bmw;2016;Automatic;45360;Diesel;200.0;49.6;3.0;20999
merc;2019;Automatic;16500;Diesel;260.0;35.8;2.3;28000
vw;2015;Manual;59854;Diesel;20.0;67.3;2.0;8498
vw;2001;Manual;47729;Petrol;330.0;32.5;2.0;2490
skoda;2016;Semi-Auto;23858;Petrol;125.0;51.4;1.2;10999
hyundi;2014;Manual;90000;Diesel;145.0;53.3;1.7;7475
ford;2016;Automatic;44224;Diesel;160.0;48.7;2.0;18020
toyota;2018;Manual;14646;Diesel;265.0;40.4;2.4;24575
vw;2013;Manual;61410;Diesel;125.0;57.6;2.0;7299
merc;2019;Automatic;2983;Diesel;145.0;52.3;3.0;55499
vauxhall;2019;Manual;8541;Petrol;145.0;42.2;1.2;13999
bmw;2013;Automatic;62068;Diesel;160.0;49.6;3.0;16199
bmw;2019;Automatic;9793;Diesel;145.0;42.8;2.0;38750
audi;2016;Semi-Auto;33620;Diesel;160.0;49.6;3.0;21965
vw;2015;Manual;48870;Diesel;20.0;55.4;2.0;10999
ford;2010;Manual;90000;Diesel;30.0;67.3;1.2;2995
ford;2016;Manual;11655;Diesel;160.0;48.7;2.0;19400
ford;2007;Manual;89000;Diesel;220.0;44.8;1.8;4195
vauxhall;2017;Manual;28831;Diesel;145.0;54.3;2.0;12999
skoda;2016;Manual;52456;Diesel;0.0;78.5;1.4;6991
vw;2016;Manual;41167;Diesel;20.0;55.4;2.0;13500
merc;2020;Semi-Auto;3999;Diesel;145.0;30.4;3.0;67480
vw;2019;Semi-Auto;100;Diesel;145.0;33.6;2.0;50000
audi;2019;Semi-Auto;933;Diesel;145.0;45.6;2.0;41995
bmw;2019;Semi-Auto;8098;Diesel;145.0;42.8;2.0;34995
vw;2019;Automatic;63;Diesel;150.0;46.3;2.0;18991
vauxhall;2019;Manual;7487;Diesel;145.0;53.3;1.5;13798
merc;2016;Manual;30140;Diesel;30.0;64.2;2.1;15999
hyundi;2018;Manual;37653;Diesel;150.0;60.1;1.7;13491
vw;2020;Semi-Auto;2500;Diesel;145.0;37.7;2.0;37500
audi;2019;Semi-Auto;5904;Diesel;145.0;50.4;3.0;39496
bmw;2020;Semi-Auto;3200;Diesel;145.0;34.9;3.0;52990
ford;2016;Semi-Auto;15727;Diesel;160.0;48.7;2.0;18995
vw;2017;Automatic;69123;Diesel;260.0;36.2;3.0;20999
vw;2017;Semi-Auto;37975;Diesel;125.0;58.9;2.0;15690
ford;2017;Manual;11841;Diesel;145.0;48.7;2.0;18991
hyundi;2019;Semi-Auto;2847;Diesel;145.0;39.2;2.2;33999
vw;2017;Manual;15860;Petrol;145.0;56.5;2.0;19995
vw;2019;Semi-Auto;7801;Diesel;150.0;32.8;2.0;47994
skoda;2016;Semi-Auto;27684;Petrol;125.0;51.4;1.2;13195
merc;2019;Automatic;1350;Diesel;145.0;36.2;2.0;45394
vw;2019;Automatic;5000;Petrol;145.0;47.1;2.0;31999
skoda;2019;Semi-Auto;8121;Diesel;145.0;54.3;1.6;17495
merc;2016;Automatic;53167;Diesel;20.0;67.3;2.1;14499
merc;2019;Semi-Auto;16;Diesel;145.0;36.2;2.0;44980
vw;2015;Automatic;68443;Diesel;300.0;37.2;2.0;25990
skoda;2020;Semi-Auto;55;Petrol;145.0;47.1;1.0;19295
bmw;2019;Semi-Auto;2373;Petrol;145.0;34.0;3.0;45999
bmw;2019;Semi-Auto;3455;Diesel;150.0;34.9;3.0;52995
toyota;2016;Manual;40149;Diesel;20.0;67.3;1.6;7899
audi;2018;Automatic;17515;Petrol;145.0;34.0;2.5;36490
skoda;2019;Manual;4266;Petrol;145.0;49.6;1.0;14992
skoda;2020;Automatic;10;Petrol;145.0;52.3;1.6;23490
hyundi;2020;Automatic;2500;Diesel;145.0;39.2;2.2;34995
bmw;2020;Semi-Auto;5000;Diesel;150.0;31.4;3.0;78000
bmw;2016;Semi-Auto;44914;Diesel;240.0;42.8;3.0;32950
vw;2019;Automatic;10563;Diesel;145.0;32.8;2.0;26990
audi;2015;Automatic;27000;Petrol;300.0;34.9;2.5;27790
bmw;2016;Automatic;43483;Diesel;200.0;49.6;3.0;20999
merc;2015;Semi-Auto;68353;Diesel;160.0;52.3;3.0;16750
bmw;2016;Automatic;34000;Diesel;200.0;49.6;3.0;20990
bmw;2018;Automatic;17878;Diesel;145.0;54.3;2.0;27800
ford;2014;Manual;40770;Petrol;30.0;57.7;1.2;4340
toyota;2017;Manual;9324;Petrol;145.0;47.1;1.8;14454
merc;2016;Manual;70869;Diesel;20.0;67.3;2.1;12400
bmw;2017;Automatic;17942;Petrol;145.0;32.1;4.4;27000
merc;2019;Automatic;2500;Diesel;145.0;45.6;2.0;36890
vw;2011;Automatic;74000;Diesel;150.0;53.3;2.0;7440
bmw;2019;Semi-Auto;1287;Petrol;145.0;29.1;3.0;45980
merc;2016;Automatic;44753;Diesel;125.0;57.7;2.1;17500
hyundi;2018;Automatic;32420;Diesel;145.0;28.0;2.5;15749
merc;2016;Automatic;41253;Diesel;125.0;57.7;2.1;16957
bmw;2020;Automatic;10;Petrol;150.0;34.0;3.0;45488
skoda;2014;Manual;45505;Diesel;145.0;55.4;2.0;8250
vw;2016;Automatic;28722;Petrol;160.0;44.1;2.0;13999
bmw;2018;Semi-Auto;7123;Diesel;145.0;52.3;3.0;42000
skoda;2019;Semi-Auto;3479;Petrol;145.0;43.5;1.5;23001
ford;2019;Manual;2815;Diesel;145.0;55.4;2.0;26950
skoda;2019;Semi-Auto;5410;Petrol;145.0;45.6;1.5;16920
hyundi;2015;Manual;33153;Diesel;145.0;53.3;1.7;8995
toyota;2016;Manual;7492;Petrol;200.0;41.5;1.6;12995
hyundi;2018;Manual;38330;Diesel;150.0;37.7;2.5;15480
merc;2016;Semi-Auto;25313;Diesel;160.0;51.4;3.0;21998
ford;2016;Manual;42960;Diesel;30.0;61.4;1.5;8998
ford;2004;Automatic;59300;Petrol;200.0;42.8;1.4;1500
merc;2018;Semi-Auto;11700;Diesel;145.0;51.4;3.0;26682
merc;2005;Automatic;75148;Diesel;330.0;36.7;3.2;4990
hyundi;2016;Manual;14785;Diesel;200.0;46.3;2.2;19797
vw;2016;Manual;18229;Petrol;160.0;44.8;1.4;11499
ford;2016;Semi-Auto;10121;Diesel;145.0;52.3;2.0;19970
merc;2019;Automatic;7500;Diesel;260.0;35.8;2.3;31000
ford;2018;Manual;19035;Diesel;145.0;64.2;1.5;14999
ford;2017;Manual;15500;Diesel;150.0;48.7;2.0;19995
skoda;2019;Semi-Auto;1001;Petrol;145.0;45.6;1.0;20450
merc;2018;Semi-Auto;10677;Diesel;145.0;48.7;2.9;33990
merc;2015;Semi-Auto;14158;Diesel;200.0;47.9;3.0;27998
vauxhall;2013;Manual;55470;Diesel;200.0;46.3;2.2;5995
toyota;2019;Automatic;3754;Hybrid;135.0;217.3;1.8;29995
toyota;2015;Semi-Auto;88412;Petrol;165.0;43.5;1.8;9291
bmw;2019;Automatic;4401;Petrol;145.0;33.2;3.0;43995
toyota;2019;Automatic;7123;Diesel;260.0;2.8;2.4;26500
hyundi;2016;Manual;15887;Diesel;30.0;65.7;1.7;9700
bmw;2016;Automatic;800;Petrol;300.0;34.0;3.0;39500
bmw;2010;Automatic;92642;Diesel;260.0;40.9;3.0;8995
vw;2019;Semi-Auto;6539;Diesel;150.0;39.2;2.0;26990
ford;2018;Automatic;9268;Petrol;145.0;23.5;5.0;30927
toyota;2016;Automatic;30125;Hybrid;0.0;94.1;1.8;16390
ford;2014;Manual;33897;Petrol;30.0;57.7;1.2;4591
audi;2020;Semi-Auto;2000;Diesel;145.0;39.2;3.0;48500
merc;2019;Semi-Auto;8697;Petrol;145.0;31.7;3.0;68000
bmw;2018;Semi-Auto;5000;Diesel;145.0;40.4;3.0;36000
merc;2016;Automatic;11684;Diesel;20.0;67.3;2.1;17299
vauxhall;2019;Automatic;1;Diesel;145.0;50.4;1.5;20499
merc;2019;Semi-Auto;1500;Diesel;145.0;52.3;3.0;60399
audi;2019;Automatic;10200;Diesel;145.0;33.6;3.0;48022
bmw;2019;Semi-Auto;4200;Petrol;150.0;26.9;4.4;62898
toyota;2017;Manual;53675;Petrol;150.0;47.1;1.8;11298
hyundi;2014;Automatic;44205;Diesel;260.0;41.5;2.0;9397
bmw;2020;Semi-Auto;700;Petrol;145.0;34.0;3.0;50000
hyundi;2014;Manual;94870;Diesel;145.0;53.3;1.7;6890
merc;2016;Automatic;14000;Petrol;555.0;28.0;5.5;57000
toyota;2016;Automatic;28126;Hybrid;0.0;94.1;1.8;17250
ford;2017;Manual;10546;Petrol;145.0;54.3;1.0;12450
merc;2017;Automatic;2552;Diesel;145.0;45.6;2.2;32499
ford;2017;Manual;12360;Diesel;30.0;64.2;1.5;10998
vw;2013;Semi-Auto;55518;Diesel;145.0;53.3;2.0;8999
merc;2008;Automatic;78954;Petrol;300.0;34.4;1.8;5850
bmw;2016;Semi-Auto;19000;Petrol;555.0;27.4;4.4;36995
merc;2019;Semi-Auto;7444;Diesel;145.0;48.7;2.9;35980
toyota;2014;Automatic;23523;Other;0.0;134.5;1.8;15990
hyundi;2016;Manual;50820;Diesel;20.0;67.3;1.7;8791
ford;2016;Semi-Auto;21843;Diesel;160.0;48.7;2.0;19979
vw;2014;Semi-Auto;41587;Petrol;260.0;37.2;2.0;10410
vauxhall;2019;Manual;4144;Petrol;145.0;42.2;1.2;15298
skoda;2019;Manual;1069;Petrol;145.0;49.6;1.0;16495
toyota;2016;Automatic;20500;Hybrid;0.0;85.6;1.8;21500
bmw;2019;Semi-Auto;12000;Petrol;145.0;34.0;3.0;40950
bmw;2006;Manual;114000;Petrol;260.0;37.7;2.0;3595
vw;2016;Manual;33017;Diesel;30.0;60.1;2.0;10965
skoda;2019;Manual;2678;Petrol;145.0;49.6;1.0;16895
vauxhall;2019;Manual;6690;Diesel;145.0;53.3;1.5;13798
skoda;2019;Manual;2500;Petrol;145.0;50.4;1.0;16000
ford;2017;Automatic;41445;Diesel;150.0;56.6;1.5;13699
bmw;2019;Semi-Auto;9955;Petrol;145.0;38.7;2.0;32450
toyota;2017;Automatic;11517;Diesel;260.0;36.2;2.4;24748
bmw;2017;Automatic;27791;Diesel;145.0;53.3;3.0;31250
vw;2019;Automatic;4800;Petrol;145.0;32.8;2.0;32850
bmw;2016;Semi-Auto;34820;Diesel;145.0;54.3;3.0;25750
merc;2016;Automatic;54195;Diesel;165.0;49.6;3.0;18900
merc;2014;Automatic;64130;Diesel;145.0;56.5;2.1;10695
merc;2020;Automatic;50;Diesel;145.0;46.3;2.0;37400
vauxhall;2012;Manual;67686;Diesel;235.0;44.1;2.2;5490
vw;2019;Automatic;2000;Diesel;145.0;50.4;2.0;32391
merc;2019;Automatic;1478;Diesel;145.0;45.6;2.2;48251
skoda;2020;Manual;4500;Petrol;145.0;50.4;1.0;17990
toyota;2019;Manual;5190;Diesel;260.0;2.8;2.4;20500
bmw;2019;Semi-Auto;8004;Petrol;145.0;37.2;2.0;34980
merc;2019;Automatic;11479;Diesel;260.0;35.8;2.3;22995
ford;2018;Semi-Auto;42164;Diesel;145.0;52.3;2.0;18999
ford;2017;Automatic;41757;Diesel;145.0;52.3;2.0;16599
bmw;2019;Automatic;1501;Petrol;145.0;24.1;4.4;73990
merc;2017;Semi-Auto;32577;Diesel;145.0;45.6;2.2;30998
bmw;2020;Semi-Auto;101;Petrol;145.0;42.8;2.0;33490
hyundi;2019;Semi-Auto;4721;Diesel;145.0;39.8;2.2;29290
ford;2016;Automatic;15146;Diesel;30.0;58.9;1.5;10495
vauxhall;2019;Manual;8478;Diesel;145.0;53.3;1.5;15441
skoda;2019;Manual;2000;Petrol;145.0;47.1;1.0;19990
vw;2015;Manual;30212;Petrol;125.0;37.2;1.4;9980
audi;2014;Semi-Auto;19800;Petrol;570.0;22.8;4.2;51990
vw;2016;Manual;34995;Petrol;125.0;52.3;1.4;12200
bmw;2015;Semi-Auto;37175;Diesel;160.0;49.6;3.0;20172
ford;2019;Manual;100;Diesel;145.0;30.1;2.0;29999
hyundi;2014;Manual;52236;Diesel;205.0;46.3;2.2;13991
vw;2019;Automatic;500;Petrol;145.0;40.4;1.5;23450
bmw;2019;Semi-Auto;7272;Diesel;150.0;42.8;2.0;33998
vw;2019;Automatic;5907;Petrol;145.0;32.8;2.0;26490
vw;2019;Automatic;2917;Diesel;145.0;44.1;2.0;30990
merc;2019;Automatic;10;Diesel;145.0;45.6;2.2;50640
skoda;2016;Semi-Auto;23185;Petrol;125.0;51.4;1.2;12995
toyota;2019;Automatic;17200;Diesel;260.0;36.2;2.4;24995
hyundi;2015;Manual;27000;Petrol;125.0;50.4;1.4;6995
ford;2019;Automatic;4921;Diesel;145.0;37.2;2.0;36000
merc;2010;Automatic;106800;Diesel;555.0;31.0;3.0;9995
skoda;2020;Manual;1234;Petrol;150.0;49.6;1.0;15990
vw;2015;Semi-Auto;32878;Diesel;125.0;56.5;2.0;12999
bmw;2019;Automatic;2567;Petrol;145.0;24.8;3.0;69146
ford;2017;Manual;26967;Petrol;30.0;54.3;1.0;10850
hyundi;2019;Semi-Auto;5931;Diesel;145.0;39.2;2.2;34000
hyundi;2016;Manual;20347;Petrol;125.0;50.4;1.4;7327
merc;2001;Automatic;42087;Petrol;325.0;30.0;2.3;4490
hyundi;2014;Manual;46152;Diesel;30.0;62.8;1.7;7498
hyundi;2017;Automatic;18000;Diesel;330.0;33.6;2.5;15499
vauxhall;2020;Manual;3218;Diesel;145.0;50.4;1.5;19500
hyundi;2017;Semi-Auto;50595;Diesel;235.0;42.8;2.2;18495
audi;2014;Manual;60000;Petrol;555.0;26.4;4.2;25975
hyundi;2018;Automatic;21600;Diesel;150.0;33.6;2.5;16790
vauxhall;2017;Manual;15843;Petrol;200.0;41.5;1.4;10795
hyundi;2019;Automatic;13100;Diesel;145.0;39.8;2.2;29490
skoda;2019;Semi-Auto;452;Diesel;145.0;52.3;1.6;20991
merc;2020;Semi-Auto;2859;Diesel;145.0;36.2;2.0;43950
skoda;2019;Semi-Auto;50;Petrol;145.0;43.5;1.5;21750
merc;2017;Automatic;34564;Diesel;145.0;44.8;2.1;54990
vw;2011;Automatic;53000;Diesel;325.0;34.4;2.0;22995
ford;2010;Manual;92000;Diesel;200.0;49.6;2.0;6995
merc;2015;Automatic;45712;Diesel;330.0;36.2;3.0;29865
merc;2015;Semi-Auto;40270;Diesel;160.0;51.4;3.0;20412
hyundi;2019;Manual;10;Diesel;145.0;52.3;1.6;16500
skoda;2010;Manual;101145;Petrol;160.0;44.1;1.2;4399
merc;2015;Automatic;51974;Diesel;125.0;57.7;2.1;17499
skoda;2017;Manual;33402;Petrol;150.0;61.4;1.0;9891
skoda;2019;Semi-Auto;5449;Petrol;150.0;45.6;1.5;15995
vw;2019;Semi-Auto;13309;Diesel;150.0;58.9;2.0;18990
skoda;2020;Manual;11;Petrol;150.0;46.3;1.5;21000
hyundi;2019;Automatic;1791;Diesel;145.0;39.2;2.2;32450
bmw;2019;Semi-Auto;1500;Diesel;145.0;34.9;3.0;55995
audi;2018;Automatic;15486;Diesel;145.0;50.4;3.0;34700
vw;2019;Automatic;8988;Petrol;145.0;48.7;1.5;22692
bmw;2018;Automatic;16000;Petrol;150.0;34.0;3.0;36440
bmw;2017;Automatic;10839;Hybrid;0.0;470.8;0.0;21898
vauxhall;2017;Manual;28565;Petrol;145.0;41.5;1.4;11199
skoda;2011;Automatic;56000;Petrol;145.0;49.6;1.2;4495
hyundi;2014;Manual;50664;Diesel;145.0;53.3;1.7;7840
vw;2019;Semi-Auto;7442;Diesel;145.0;38.7;2.0;27995
vw;2019;Semi-Auto;14751;Diesel;145.0;32.8;2.0;45990
vw;2019;Manual;10;Diesel;145.0;52.3;2.0;27798
hyundi;2016;Manual;20063;Petrol;125.0;50.4;1.4;8790
vauxhall;2017;Manual;8131;Petrol;145.0;41.5;1.4;11400
vw;2015;Automatic;47313;Diesel;30.0;57.6;2.0;12500
bmw;2019;Semi-Auto;8998;Petrol;145.0;38.7;2.0;27950
merc;2018;Automatic;14500;Diesel;260.0;35.8;2.3;33000
bmw;2020;Automatic;7486;Diesel;145.0;34.9;3.0;56000
vauxhall;2015;Manual;36429;Petrol;160.0;44.8;1.6;7999
ford;2019;Manual;2000;Petrol;145.0;50.4;1.0;24000
merc;2018;Automatic;1952;Petrol;145.0;34.0;4.0;82099
ford;2017;Semi-Auto;10295;Diesel;30.0;58.9;1.5;10499
ford;2015;Manual;13016;Diesel;235.0;42.2;2.2;18498
vw;2014;Manual;11000;Diesel;30.0;65.7;1.6;11495
ford;2019;Automatic;1657;Diesel;145.0;40.4;2.0;27499
toyota;2016;Manual;14000;Petrol;260.0;36.2;2.0;17500
merc;2019;Semi-Auto;12000;Diesel;145.0;47.9;2.9;42000
audi;2018;Semi-Auto;12640;Diesel;150.0;50.4;3.0;34500
vw;2019;Automatic;12500;Diesel;260.0;36.2;3.0;36990
skoda;2014;Semi-Auto;38000;Petrol;160.0;44.8;1.2;9000
vw;2016;Manual;19000;Diesel;30.0;62.8;2.0;13000
ford;2016;Manual;29808;Diesel;160.0;48.7;2.0;17800
vauxhall;2017;Manual;16107;Petrol;145.0;41.5;1.4;12200
bmw;2019;Semi-Auto;1817;Petrol;145.0;38.7;2.0;29980
vauxhall;2019;Manual;14500;Diesel;145.0;53.3;1.5;15999
vw;2019;Automatic;19841;Diesel;265.0;33.6;3.0;27990
vw;2018;Manual;30803;Diesel;145.0;47.1;2.0;19498
ford;2017;Automatic;10088;Diesel;145.0;48.7;2.0;21197
toyota;2019;Automatic;3650;Hybrid;140.0;217.3;1.8;27999
skoda;2019;Automatic;6000;Petrol;145.0;47.1;1.0;15899
bmw;2003;Automatic;70000;Petrol;325.0;29.7;3.0;3495
vw;2019;Automatic;2569;Diesel;260.0;33.6;3.0;31995
hyundi;2017;Manual;19049;Diesel;200.0;47.1;2.2;18990
audi;2018;Semi-Auto;7500;Diesel;145.0;50.4;3.0;37970
merc;2014;Automatic;31385;Diesel;200.0;48.7;3.0;25991
hyundi;2017;Manual;14799;Diesel;150.0;67.3;1.7;11470
merc;2019;Manual;20981;Diesel;145.0;46.3;2.1;19950
hyundi;2018;Automatic;35460;Diesel;145.0;28.0;2.5;15794
ford;2015;Automatic;15518;Petrol;260.0;35.3;1.6;11495
ford;2017;Manual;36000;Diesel;145.0;44.8;2.0;20000
hyundi;2019;Semi-Auto;1000;Diesel;145.0;53.3;1.6;21000
audi;2019;Automatic;10000;Diesel;145.0;33.6;3.0;51990
toyota;2009;Automatic;40954;Hybrid;10.0;65.7;1.5;5750
toyota;2020;Manual;339;Petrol;145.0;33.2;2.0;24990
ford;2019;Manual;3021;Petrol;145.0;50.4;1.0;25695
hyundi;2017;Manual;9604;Petrol;145.0;50.4;1.4;9998
vw;2019;Semi-Auto;13108;Petrol;150.0;30.7;2.0;31990
skoda;2019;Manual;451;Diesel;145.0;57.7;1.6;15485
ford;2016;Manual;39460;Diesel;30.0;64.2;1.5;9998
merc;2019;Automatic;14024;Diesel;145.0;51.4;2.1;25480
skoda;2013;Semi-Auto;46569;Petrol;165.0;44.1;1.2;8990
vauxhall;2015;Manual;25100;Petrol;160.0;47.1;1.4;8998
skoda;2016;Manual;42379;Petrol;20.0;60.1;1.2;6995
vauxhall;2019;Manual;6797;Diesel;145.0;53.3;1.5;14298
ford;2015;Manual;15850;Petrol;30.0;57.7;1.2;6200
ford;2018;Automatic;28425;Diesel;145.0;52.3;2.0;18290
vw;2019;Automatic;18000;Diesel;265.0;28.3;3.0;28991
audi;2016;Semi-Auto;29920;Petrol;300.0;34.9;2.5;29888
bmw;2015;Automatic;31100;Diesel;205.0;44.8;3.0;29889
ford;2018;Automatic;18961;Diesel;145.0;58.9;1.5;12999
merc;2013;Semi-Auto;41366;Diesel;300.0;39.2;3.0;16770
vw;2019;Semi-Auto;1500;Petrol;145.0;32.8;2.0;31000
audi;2015;Automatic;40275;Diesel;200.0;47.9;3.0;17591
ford;2018;Manual;18614;Petrol;145.0;54.3;1.0;14000
skoda;2016;Manual;52968;Petrol;125.0;51.4;1.2;10460
ford;2020;Manual;2075;Petrol;145.0;50.4;1.0;19970
vw;2019;Manual;50;Diesel;145.0;52.3;2.0;24750
ford;2018;Manual;30732;Diesel;145.0;32.5;2.0;17495
bmw;2008;Automatic;94000;Diesel;305.0;39.2;3.0;8499
bmw;2016;Semi-Auto;27523;Petrol;300.0;34.0;3.0;30990
skoda;2020;Manual;100;Petrol;150.0;50.4;1.0;15980
merc;2020;Semi-Auto;50;Diesel;145.0;44.8;2.0;38990
bmw;2019;Semi-Auto;8626;Petrol;145.0;38.7;2.0;31450
merc;2017;Automatic;25462;Diesel;145.0;56.5;2.1;24999
bmw;2017;Semi-Auto;16867;Diesel;145.0;47.1;3.0;33542
hyundi;2019;Automatic;100;Diesel;145.0;39.2;2.2;35985
ford;2016;Manual;10128;Diesel;125.0;56.5;2.0;18290
vauxhall;2019;Manual;4528;Petrol;145.0;42.2;1.2;14750
merc;2019;Automatic;10000;Diesel;260.0;35.8;2.3;30000
hyundi;2011;Automatic;48528;Diesel;300.0;39.2;2.0;7799
ford;2015;Manual;17328;Petrol;30.0;57.7;1.2;4745
bmw;2020;Semi-Auto;7;Petrol;145.0;32.5;3.0;49490
bmw;2019;Semi-Auto;11330;Diesel;145.0;33.2;3.0;68522
skoda;2019;Automatic;5697;Diesel;145.0;54.3;1.6;18295
merc;2018;Automatic;17663;Diesel;145.0;48.7;2.9;31026
merc;2016;Automatic;17909;Petrol;145.0;50.4;1.6;18295
merc;2012;Automatic;72700;Diesel;235.0;41.5;3.0;12995
merc;2018;Semi-Auto;9182;Diesel;145.0;37.2;3.0;46998
hyundi;2017;Manual;13675;Diesel;145.0;64.2;1.6;8750
bmw;2016;Automatic;28466;Diesel;200.0;47.9;3.0;24999
hyundi;2016;Manual;53220;Petrol;125.0;50.4;1.4;7484
vauxhall;2013;Manual;45000;Diesel;235.0;44.1;2.2;8495
merc;2018;Manual;25458;Petrol;145.0;48.7;1.6;17699
hyundi;2017;Manual;37682;Diesel;30.0;64.2;1.6;8650
bmw;2016;Semi-Auto;34209;Petrol;300.0;34.0;3.0;29998
toyota;2019;Manual;1557;Petrol;150.0;33.2;2.0;23995
vauxhall;2004;Manual;62000;Petrol;145.0;43.5;1.0;1395
audi;2016;Semi-Auto;25691;Diesel;200.0;47.9;3.0;26000
