brand;year;transmission;mileage;fuelType;tax;mpg;engineSize;price
audi;2015;Semi-Auto;13815;Petrol;260.0;37.2;3.0;25990
bmw;2017;Automatic;32867;Other;0.0;470.8;0.6;19300
skoda;2015;Manual;38900;Diesel;200.0;48.7;2.0;10000
toyota;2017;Automatic;3440;Hybrid;135.0;94.1;1.8;20995
toyota;2011;Automatic;30000;Petrol;20.0;58.9;1.0;5500
bmw;2018;Semi-Auto;10250;Diesel;145.0;49.6;3.0;28990
merc;2016;Semi-Auto;31210;Diesel;200.0;47.9;3.0;28980
merc;2018;Automatic;25000;Diesel;150.0;52.3;2.9;39990
bmw;2015;Semi-Auto;35000;Petrol;330.0;32.5;3.0;28995
bmw;2016;Semi-Auto;15143;Diesel;160.0;52.3;3.0;33995
ford;2018;Automatic;5000;Petrol;145.0;23.5;5.0;32000
ford;2018;Semi-Auto;19364;Diesel;145.0;47.9;2.0;25498
merc;2016;Automatic;28916;Diesel;20.0;67.3;2.1;20248
ford;2014;Manual;31423;Petrol;30.0;57.7;1.2;4490
bmw;2017;Semi-Auto;19924;Petrol;145.0;25.4;4.4;48482
skoda;2017;Semi-Auto;33558;Petrol;150.0;58.9;1.4;8495
toyota;2004;Automatic;143000;Diesel;325.0;27.2;3.0;6450
bmw;1997;Manual;49000;Petrol;270.0;35.3;1.9;3950
bmw;2016;Automatic;25465;Diesel;200.0;47.9;3.0;24000
vw;2014;Semi-Auto;33705;Diesel;145.0;50.4;2.0;12699
vw;2017;Manual;30446;Petrol;145.0;53.3;1.2;12240
vw;2014;Manual;29699;Diesel;125.0;57.6;2.0;7999
bmw;2005;Automatic;84000;Petrol;305.0;24.6;4.4;4995
merc;2008;Automatic;58000;Petrol;330.0;29.7;3.0;7495
ford;2016;Manual;22280;Petrol;30.0;57.7;1.2;5495
toyota;2018;Automatic;43078;Hybrid;135.0;94.1;1.8;18990
hyundi;2019;Manual;2269;Diesel;145.0;31.7;2.5;22998
vw;2020;Automatic;5000;Diesel;145.0;34.0;2.0;50388
hyundi;2019;Semi-Auto;25;Diesel;145.0;39.8;2.2;35495
vauxhall;2016;Manual;32363;Petrol;200.0;42.2;1.4;9999
audi;2013;Automatic;63000;Diesel;200.0;47.9;3.0;14990
skoda;2017;Manual;22199;Petrol;30.0;57.7;1.2;10800
vw;2020;Semi-Auto;115;Petrol;145.0;47.1;2.0;28990
ford;2017;Manual;28492;Diesel;145.0;56.5;2.0;19289
hyundi;2016;Automatic;42812;Diesel;235.0;42.2;2.2;15995
skoda;2013;Manual;59006;Diesel;205.0;47.1;2.0;8000
toyota;2016;Manual;19987;Petrol;260.0;36.2;2.0;13999
toyota;2019;Semi-Auto;1000;Petrol;145.0;34.5;3.0;49991
vw;2017;Automatic;27000;Diesel;125.0;58.9;2.0;14000
merc;2014;Semi-Auto;42980;Diesel;145.0;54.3;2.1;16990
bmw;2018;Semi-Auto;10920;Diesel;150.0;42.8;2.0;32000
vauxhall;2019;Automatic;826;Diesel;145.0;50.4;1.5;16130
bmw;2016;Semi-Auto;21224;Petrol;300.0;35.3;4.4;32990
merc;2019;Automatic;12402;Diesel;260.0;35.8;2.3;24895
ford;2019;Semi-Auto;16192;Diesel;145.0;37.2;2.0;29999
bmw;2020;Semi-Auto;4000;Diesel;145.0;33.6;3.0;64999
hyundi;2014;Manual;70352;Diesel;150.0;53.3;1.7;7599
merc;1999;Automatic;34000;Petrol;145.0;24.6;3.2;5995
vw;2017;Semi-Auto;18392;Diesel;150.0;62.8;2.0;20431
vw;2019;Manual;10;Diesel;145.0;52.3;2.0;27498
merc;2017;Automatic;20182;Diesel;150.0;67.3;2.1;16850
audi;2019;Automatic;755;Diesel;145.0;39.2;3.0;47990
skoda;2020;Semi-Auto;2000;Diesel;145.0;52.3;1.6;21495
hyundi;2016;Manual;25969;Petrol;125.0;50.4;1.4;7970
hyundi;2019;Automatic;1173;Diesel;145.0;39.2;2.2;33900
ford;2015;Manual;36742;Petrol;30.0;57.7;1.2;5295
hyundi;2019;Semi-Auto;2390;Diesel;145.0;39.2;2.2;32980
hyundi;2017;Manual;28366;Diesel;150.0;47.1;2.2;17400
ford;2016;Semi-Auto;37799;Diesel;30.0;58.9;1.5;9491
vw;2019;Semi-Auto;6565;Diesel;145.0;33.6;2.0;39995
ford;2017;Manual;62124;Diesel;160.0;48.7;2.0;15700
ford;2015;Manual;88927;Diesel;30.0;64.2;1.5;9998
merc;2012;Automatic;54632;Diesel;200.0;44.8;2.1;15299
ford;2017;Manual;14369;Diesel;150.0;64.2;1.5;12950
hyundi;2016;Manual;2542;Petrol;125.0;50.4;1.4;8495
ford;2017;Manual;31399;Diesel;30.0;64.2;1.5;10998
ford;2017;Manual;22235;Diesel;30.0;64.2;1.5;11000
hyundi;2019;Automatic;804;Diesel;145.0;31.7;2.5;20000
ford;2017;Semi-Auto;14143;Diesel;150.0;47.9;2.0;22000
vw;2019;Semi-Auto;11542;Diesel;150.0;32.8;2.0;26990
audi;2017;Semi-Auto;34926;Petrol;325.0;29.4;4.0;57995
vw;2019;Automatic;1413;Other;150.0;50.4;2.0;24989
vw;2017;Manual;24784;Diesel;20.0;67.3;2.0;14995
hyundi;2016;Semi-Auto;30822;Diesel;235.0;42.8;2.2;16995
merc;2015;Automatic;53789;Diesel;125.0;56.5;2.1;16499
vw;2015;Manual;50114;Diesel;260.0;35.3;2.0;15985
merc;2015;Automatic;41270;Diesel;20.0;62.8;2.1;15299
hyundi;2017;Manual;12836;Petrol;145.0;50.4;1.4;9490
merc;2012;Automatic;51703;Diesel;145.0;56.5;2.1;10800
ford;2015;Semi-Auto;31221;Diesel;165.0;48.7;2.0;10495
hyundi;2019;Semi-Auto;10000;Diesel;145.0;39.2;2.2;32149
vw;2019;Semi-Auto;3000;Diesel;150.0;50.4;2.0;29998
vw;2019;Automatic;15856;Diesel;150.0;38.7;2.0;28950
vw;2018;Semi-Auto;23548;Petrol;145.0;44.1;2.0;20353
ford;2018;Manual;13306;Diesel;145.0;32.5;2.0;20000
bmw;2016;Automatic;57000;Diesel;205.0;47.1;3.0;22490
ford;2017;Semi-Auto;19552;Diesel;200.0;47.9;2.0;22500
vw;2019;Automatic;8963;Diesel;145.0;39.2;2.0;32990
skoda;2014;Manual;32078;Petrol;160.0;46.3;1.2;8199
audi;2015;Automatic;46558;Diesel;200.0;47.9;3.0;18950
skoda;2017;Manual;36078;Diesel;30.0;62.8;2.0;10500
vauxhall;2013;Manual;121349;Petrol;235.0;39.2;1.8;3750
toyota;2017;Manual;44896;Petrol;200.0;41.5;1.6;12200
hyundi;2017;Manual;12417;Petrol;125.0;50.4;1.4;8940
toyota;2015;Manual;38126;Petrol;260.0;36.2;2.0;13991
skoda;2015;Manual;48870;Diesel;200.0;48.7;2.0;9995
ford;2014;Manual;57533;Petrol;30.0;57.7;1.2;4199
audi;2019;Automatic;9108;Petrol;145.0;29.7;2.9;55450
bmw;2018;Semi-Auto;8797;Petrol;145.0;34.0;3.0;39792
ford;2017;Manual;18968;Diesel;160.0;48.7;2.0;18950
bmw;2019;Automatic;5000;Petrol;145.0;26.4;3.0;58988
skoda;2020;Manual;2046;Petrol;145.0;47.1;1.5;18499
merc;2018;Semi-Auto;8963;Diesel;145.0;37.2;3.0;43999
merc;2016;Semi-Auto;44072;Diesel;200.0;47.9;3.0;25498
merc;2017;Semi-Auto;65700;Diesel;125.0;57.7;2.1;17495
ford;2017;Manual;12054;Petrol;30.0;54.3;1.0;11240
bmw;2016;Automatic;24881;Diesel;145.0;54.3;2.0;22750
vw;2015;Manual;37944;Diesel;145.0;55.4;2.0;11000
ford;2019;Automatic;600;Diesel;145.0;43.5;2.0;23950
vw;2017;Manual;25018;Petrol;145.0;47.1;2.0;16291
vauxhall;2019;Manual;10098;Diesel;145.0;53.3;1.5;13798
ford;2017;Manual;32315;Diesel;145.0;44.1;2.0;22000
toyota;2019;Automatic;4092;Other;140.0;61.4;1.8;24395
toyota;2016;Automatic;55883;Diesel;260.0;32.8;3.0;15498
ford;2020;Manual;3073;Petrol;145.0;50.4;1.0;20891
bmw;2016;Automatic;19411;Petrol;260.0;37.2;3.0;21485
skoda;2020;Semi-Auto;4000;Petrol;145.0;44.1;1.5;20499
ford;2019;Manual;578;Petrol;145.0;50.4;1.0;22000
audi;2019;Automatic;5000;Diesel;145.0;50.4;3.0;40990
vw;2014;Manual;60000;Diesel;260.0;35.3;2.0;14990
merc;2017;Semi-Auto;44555;Diesel;300.0;37.2;3.0;37999
merc;2016;Automatic;31959;Petrol;200.0;42.8;2.0;17490
audi;2016;Automatic;50796;Petrol;300.0;34.9;2.5;29000
ford;2005;Manual;31000;Petrol;200.0;41.5;1.4;2095
toyota;2017;Automatic;39402;Hybrid;0.0;94.1;1.8;18700
hyundi;2014;Automatic;51344;Diesel;260.0;41.5;2.2;14799
skoda;2020;Automatic;1000;Petrol;150.0;47.1;1.0;17980
toyota;2016;Manual;61300;Diesel;20.0;67.3;1.6;9995
hyundi;2013;Manual;50998;Diesel;145.0;48.7;1.7;7298
vw;2019;Automatic;1250;Diesel;260.0;33.6;3.0;36999
vw;2019;Manual;94;Petrol;150.0;36.2;1.5;24998
ford;2019;Manual;15297;Diesel;145.0;61.4;1.5;16930
bmw;2019;Semi-Auto;8810;Petrol;145.0;37.2;2.0;33990
audi;2019;Semi-Auto;10000;Diesel;150.0;32.8;3.0;65990
vw;2016;Manual;57362;Diesel;20.0;55.4;2.0;12998
ford;2018;Automatic;6250;Petrol;145.0;23.5;5.0;31498
vauxhall;2018;Manual;9802;Petrol;145.0;47.1;1.4;13995
bmw;2019;Semi-Auto;3369;Petrol;150.0;26.7;4.4;73890
merc;2018;Semi-Auto;12572;Diesel;150.0;44.8;2.2;43991
ford;2015;Automatic;14079;Diesel;125.0;56.6;1.5;13200
ford;2020;Semi-Auto;3200;Petrol;145.0;24.8;5.0;40495
ford;2016;Manual;48154;Diesel;30.0;64.2;1.5;9795
skoda;2020;Semi-Auto;1000;Petrol;145.0;45.6;1.5;19995
bmw;2020;Semi-Auto;5;Petrol;145.0;34.0;3.0;59995
bmw;1999;Manual;58000;Petrol;270.0;35.3;1.9;3950
vw;2020;Semi-Auto;15;Diesel;145.0;32.8;2.0;45450
ford;2019;Semi-Auto;14872;Diesel;145.0;46.3;2.0;28000
ford;2017;Manual;18000;Petrol;145.0;43.5;1.5;19990
ford;2015;Manual;30938;Petrol;30.0;57.7;1.2;4800
audi;2019;Automatic;5201;Diesel;145.0;38.7;3.0;39985
hyundi;2018;Manual;33387;Diesel;150.0;31.7;2.5;15800
bmw;2019;Semi-Auto;6391;Diesel;145.0;33.6;3.0;72430
audi;2017;Semi-Auto;21134;Diesel;145.0;52.3;3.0;25450
vw;2015;Manual;61119;Diesel;30.0;60.1;2.0;9301
bmw;2019;Semi-Auto;156;Petrol;145.0;38.7;2.0;34890
vw;2018;Automatic;20811;Diesel;260.0;36.2;3.0;22990
bmw;2019;Semi-Auto;5113;Diesel;145.0;44.1;3.0;47000
skoda;2013;Semi-Auto;29627;Diesel;240.0;43.5;2.0;10995
ford;2009;Manual;86022;Petrol;205.0;43.5;1.4;2491
bmw;2019;Semi-Auto;5644;Petrol;145.0;34.0;3.0;44500
vw;2020;Manual;1578;Diesel;145.0;37.2;2.0;28999
ford;2016;Semi-Auto;17136;Diesel;145.0;52.3;2.0;19290
skoda;2019;Manual;3160;Petrol;145.0;47.9;1.0;15995
vw;2007;Manual;40000;Petrol;265.0;36.2;1.6;3850
toyota;2019;Manual;12679;Diesel;265.0;40.4;2.4;24250
vw;2016;Manual;32546;Petrol;150.0;47.1;2.0;13700
merc;2018;Manual;23275;Diesel;145.0;46.3;2.1;24998
merc;2014;Automatic;48500;Diesel;145.0;54.3;2.1;13995
ford;2016;Manual;6205;Petrol;30.0;57.7;1.2;8100
vw;2019;Semi-Auto;12316;Diesel;145.0;32.8;2.0;36995
toyota;2019;Manual;13000;Diesel;260.0;40.4;2.4;26394
bmw;2019;Semi-Auto;12855;Diesel;145.0;40.4;3.0;36900
merc;2015;Semi-Auto;40912;Diesel;125.0;57.7;2.1;19298
toyota;2013;Manual;30000;Diesel;125.0;57.6;2.0;8995
bmw;2019;Semi-Auto;6249;Diesel;145.0;42.2;3.0;46500
audi;2017;Semi-Auto;18630;Petrol;145.0;32.5;2.9;41970
toyota;2019;Automatic;12998;Hybrid;135.0;217.3;1.8;26995
toyota;2017;Automatic;25000;Hybrid;0.0;85.6;1.8;19495
toyota;2017;Semi-Auto;16084;Petrol;160.0;43.5;1.8;15498
vw;2019;Manual;800;Diesel;260.0;32.5;3.0;28995
toyota;2019;Manual;5123;Petrol;145.0;33.2;2.0;25780
vw;2016;Manual;50347;Diesel;20.0;55.4;2.0;12947
toyota;2010;Automatic;68296;Hybrid;0.0;70.6;1.8;8993
merc;2017;Automatic;11575;Diesel;150.0;37.2;3.0;38000
vauxhall;2018;Manual;13619;Diesel;145.0;53.3;1.5;14500
hyundi;2019;Automatic;11;Diesel;145.0;39.8;2.2;32500
merc;2015;Automatic;57500;Diesel;235.0;44.8;2.1;27490
ford;2016;Manual;145;Diesel;125.0;56.5;2.0;20500
toyota;2016;Semi-Auto;43996;Diesel;305.0;38.2;2.8;31990
audi;2003;Manual;106000;Petrol;325.0;39.8;1.8;4990
vw;2019;Semi-Auto;1581;Diesel;145.0;46.3;2.0;22788
vw;2018;Manual;25029;Diesel;145.0;47.1;2.0;19998
audi;2019;Semi-Auto;6000;Diesel;145.0;32.8;3.0;76990
merc;2019;Manual;100;Diesel;145.0;46.3;2.1;25000
hyundi;2017;Automatic;22658;Petrol;145.0;43.5;1.6;10080
bmw;2017;Semi-Auto;63660;Petrol;150.0;32.5;3.0;34221
audi;2017;Automatic;1420;Diesel;145.0;50.4;3.0;38985
vauxhall;2018;Manual;550;Diesel;145.0;53.3;1.5;12495
vauxhall;2019;Manual;1800;Petrol;145.0;42.2;1.2;13957
bmw;2019;Automatic;10231;Diesel;145.0;44.8;3.0;42888
bmw;2020;Semi-Auto;100;Petrol;145.0;24.8;3.0;60995
bmw;2020;Automatic;101;Petrol;145.0;38.7;2.0;28500
vauxhall;2016;Manual;34391;Petrol;160.0;47.1;1.4;7495
skoda;2018;Manual;14742;Petrol;145.0;61.4;1.0;10695
toyota;2017;Manual;27196;Petrol;145.0;47.1;1.8;11998
vw;2019;Automatic;5257;Petrol;145.0;47.1;2.0;26587
hyundi;2014;Automatic;66031;Diesel;200.0;47.1;1.7;7700
bmw;2018;Semi-Auto;11500;Diesel;150.0;40.9;3.0;37900
skoda;2018;Manual;21014;Petrol;145.0;62.8;1.0;9495
skoda;2020;Semi-Auto;3927;Petrol;150.0;43.5;1.5;20950
vw;2016;Manual;38540;Diesel;30.0;61.4;2.0;10490
bmw;2016;Automatic;20013;Hybrid;0.0;470.8;0.0;19875
bmw;2015;Semi-Auto;13537;Petrol;300.0;34.0;3.0;32950
skoda;2019;Automatic;45;Petrol;145.0;43.5;1.5;20870
vw;2019;Automatic;3460;Diesel;260.0;33.6;3.0;34995
ford;2019;Semi-Auto;678;Petrol;145.0;22.1;5.0;41000
vw;2019;Semi-Auto;4800;Diesel;145.0;33.2;2.0;29995
skoda;2017;Manual;33151;Petrol;145.0;61.4;1.0;8800
toyota;2014;Manual;44537;Diesel;30.0;61.4;2.0;7999
vw;2016;Automatic;32925;Diesel;125.0;58.9;2.0;12500
merc;2019;Automatic;6468;Diesel;145.0;48.7;3.0;59949
merc;2001;Automatic;69234;Petrol;325.0;30.7;2.0;3990
toyota;2017;Automatic;47348;Hybrid;0.0;94.1;1.8;18765
audi;2019;Automatic;13663;Petrol;150.0;21.4;5.2;125000
audi;2018;Semi-Auto;5760;Petrol;145.0;37.7;3.0;38861
toyota;2017;Manual;35939;Diesel;145.0;67.3;1.6;10595
skoda;2019;Semi-Auto;2838;Petrol;145.0;45.6;1.5;16495
hyundi;2014;Manual;31172;Diesel;145.0;53.3;1.7;9295
toyota;2016;Automatic;41902;Hybrid;0.0;94.1;1.8;17519
bmw;2012;Manual;49289;Petrol;200.0;41.5;2.0;10199
skoda;2018;Semi-Auto;2736;Petrol;150.0;61.4;1.0;11495
vw;2017;Semi-Auto;18673;Petrol;145.0;34.9;2.0;20550
hyundi;2015;Manual;33730;Diesel;145.0;53.3;1.7;9470
audi;2020;Automatic;3350;Petrol;150.0;29.1;2.9;69890
merc;2018;Automatic;2499;Petrol;145.0;34.0;4.0;79989
vw;2019;Semi-Auto;16651;Diesel;145.0;50.4;2.0;21998
audi;2014;Semi-Auto;70823;Petrol;555.0;26.4;4.2;24990
merc;2015;Semi-Auto;29139;Diesel;125.0;57.7;2.1;17991
bmw;2017;Semi-Auto;6431;Diesel;145.0;54.3;3.0;33682
ford;2018;Semi-Auto;32340;Diesel;150.0;52.3;2.0;19000
skoda;2016;Semi-Auto;24800;Petrol;125.0;51.4;1.2;11995
ford;2016;Manual;8000;Diesel;30.0;64.2;1.5;10857
hyundi;2017;Manual;19222;Diesel;145.0;47.1;2.2;19995
ford;2016;Automatic;19135;Diesel;125.0;56.5;2.0;11499
skoda;2017;Manual;28000;Petrol;20.0;57.7;1.2;8290
vw;2019;Automatic;1555;Petrol;145.0;40.4;1.5;22500
vw;2019;Semi-Auto;7022;Diesel;145.0;38.7;2.0;26950
merc;2017;Semi-Auto;6316;Diesel;145.0;45.6;2.2;34980
hyundi;2016;Semi-Auto;31339;Diesel;125.0;56.5;1.7;12495
toyota;2017;Manual;41630;Diesel;30.0;62.8;1.6;11990
hyundi;2014;Manual;62300;Petrol;205.0;41.5;1.6;7790
audi;2019;Semi-Auto;9155;Diesel;145.0;32.8;3.0;66990
audi;2018;Automatic;7919;Diesel;145.0;50.4;3.0;39700
merc;2017;Manual;26662;Diesel;30.0;65.7;2.1;18980
audi;2016;Semi-Auto;27386;Diesel;125.0;61.4;3.0;19990
merc;2019;Automatic;5981;Diesel;265.0;35.8;2.3;25491
merc;2020;Automatic;2950;Diesel;260.0;31.4;3.0;46000
bmw;2019;Semi-Auto;6331;Petrol;145.0;24.8;3.0;67990
merc;2019;Automatic;1563;Diesel;260.0;35.8;2.3;34800
bmw;2019;Semi-Auto;1501;Diesel;145.0;41.5;3.0;59995
audi;2019;Automatic;1000;Petrol;145.0;37.7;3.0;53000
hyundi;2020;Semi-Auto;50;Diesel;145.0;39.2;2.2;36895
bmw;2019;Semi-Auto;434;Petrol;145.0;38.7;2.0;33500
merc;2016;Automatic;9521;Diesel;165.0;50.4;3.0;29267
merc;2017;Semi-Auto;26941;Diesel;145.0;57.7;2.1;20000
skoda;2019;Manual;1514;Petrol;150.0;47.9;1.5;17995
ford;2016;Manual;19000;Petrol;30.0;54.3;1.0;11995
merc;2016;Semi-Auto;31310;Diesel;160.0;51.4;3.0;23480
hyundi;2015;Manual;38000;Petrol;125.0;50.4;1.4;7699
ford;2017;Semi-Auto;29826;Diesel;160.0;48.7;2.0;19431
toyota;2013;Automatic;42659;Hybrid;10.0;64.2;1.8;18495
hyundi;2013;Semi-Auto;25976;Diesel;260.0;41.5;2.2;15739
ford;2016;Manual;13000;Diesel;30.0;64.2;1.5;13995
bmw;2010;Manual;79000;Petrol;570.0;22.8;4.0;17750
ford;2019;Manual;2091;Petrol;145.0;51.4;1.0;20400
bmw;2020;Automatic;10;Petrol;150.0;34.0;3.0;47488
skoda;2019;Manual;2366;Petrol;145.0;47.1;1.0;19290
toyota;2018;Automatic;22919;Diesel;260.0;36.2;2.4;22445
audi;2015;Semi-Auto;54174;Diesel;205.0;47.9;3.0;19499
vauxhall;2017;Automatic;5318;Petrol;145.0;40.9;1.4;13599
skoda;2017;Semi-Auto;28280;Petrol;145.0;51.4;1.2;13990
merc;2019;Semi-Auto;2384;Diesel;145.0;52.3;3.0;54399
toyota;2017;Manual;21000;Petrol;260.0;36.2;2.0;17102
toyota;2019;Manual;100;Petrol;145.0;33.2;2.0;25999
ford;2014;Manual;4800;Petrol;30.0;57.7;1.2;5495
toyota;2017;Automatic;34885;Hybrid;0.0;85.6;1.8;19689
toyota;2013;Automatic;35726;Hybrid;0.0;134.5;1.8;13495
merc;2010;Automatic;155876;Diesel;540.0;32.5;3.0;7449
toyota;2013;Automatic;27800;Hybrid;0.0;72.4;1.8;11495
ford;2017;Manual;19599;Petrol;150.0;57.7;1.2;8000
hyundi;2018;Automatic;30038;Diesel;145.0;31.7;2.5;15999
skoda;2016;Manual;19319;Petrol;20.0;57.7;1.2;8198
toyota;2019;Manual;9441;Diesel;145.0;40.4;2.0;24450
audi;2014;Automatic;69682;Diesel;260.0;41.5;3.0;19400
hyundi;2019;Semi-Auto;4372;Diesel;145.0;39.2;2.2;33699
vw;2019;Automatic;6644;Petrol;145.0;30.7;2.0;32493
ford;2017;Manual;11514;Diesel;145.0;48.7;2.0;20440
vw;2014;Manual;37506;Diesel;20.0;55.4;2.0;12600
toyota;2015;Automatic;19350;Hybrid;0.0;134.5;1.8;17495
vw;2018;Manual;24104;Petrol;150.0;53.3;1.2;13500
vw;2020;Automatic;89;Diesel;145.0;46.3;2.0;22490
vw;2012;Automatic;73000;Diesel;325.0;34.4;2.0;22995
merc;2019;Semi-Auto;100;Petrol;145.0;40.9;3.0;60998
toyota;2016;Manual;59244;Diesel;20.0;67.3;1.6;7950
ford;2017;Manual;25870;Diesel;125.0;56.5;2.0;17298
vw;2015;Manual;49197;Diesel;30.0;61.4;2.0;8995
ford;2016;Semi-Auto;32736;Diesel;160.0;48.7;2.0;19995
vw;2014;Manual;30393;Diesel;205.0;48.7;1.6;11995
ford;2017;Manual;42075;Diesel;30.0;64.2;1.5;11490
vauxhall;2019;Manual;6551;Diesel;145.0;53.3;1.5;13998
toyota;2018;Manual;24775;Diesel;260.0;40.4;2.4;19298
merc;2018;Automatic;2136;Petrol;145.0;40.9;3.0;58332
vw;2018;Semi-Auto;14005;Diesel;145.0;47.9;2.0;24000
skoda;2019;Semi-Auto;5000;Petrol;145.0;45.6;1.5;17990
merc;2019;Automatic;500;Diesel;260.0;35.8;2.3;22495
ford;2019;Automatic;10;Diesel;145.0;37.2;2.0;33500
merc;2018;Semi-Auto;5376;Diesel;145.0;37.2;3.0;47980
audi;2018;Semi-Auto;22688;Diesel;145.0;50.4;3.0;36441
audi;2015;Automatic;76518;Diesel;260.0;41.5;3.0;20295
bmw;2016;Automatic;30241;Diesel;200.0;47.9;3.0;23700
hyundi;2019;Manual;16232;Diesel;145.0;31.7;2.5;18550
toyota;2018;Manual;31427;Diesel;145.0;67.3;1.6;12295
audi;2017;Semi-Auto;47501;Petrol;145.0;29.4;4.0;52000
ford;2017;Manual;17897;Petrol;30.0;54.3;1.0;11498
ford;2015;Manual;17398;Petrol;30.0;57.7;1.2;5791
vw;2019;Automatic;7000;Diesel;145.0;33.6;2.0;46990
hyundi;2014;Manual;36189;Diesel;150.0;53.3;1.7;8999
bmw;2014;Automatic;34539;Hybrid;0.0;470.8;0.0;14495
merc;2019;Automatic;8353;Diesel;145.0;34.0;3.0;57526
ford;2016;Automatic;13325;Diesel;30.0;58.9;1.5;11690
audi;2016;Semi-Auto;21023;Diesel;145.0;54.3;3.0;22498
vw;2016;Manual;19169;Petrol;125.0;37.2;1.4;12000
bmw;2017;Semi-Auto;15770;Petrol;305.0;34.0;3.0;37591
toyota;2011;Manual;112000;Other;0.0;70.6;1.8;7250
bmw;2017;Semi-Auto;14550;Petrol;145.0;35.3;4.4;35495
merc;2013;Automatic;52438;Diesel;580.0;25.2;3.0;45000
toyota;2014;Manual;18389;Petrol;260.0;36.2;2.0;14999
vw;2015;Manual;33000;Diesel;20.0;55.4;2.0;12350
audi;2017;Semi-Auto;14562;Diesel;145.0;52.3;3.0;26102
hyundi;2017;Semi-Auto;28056;Diesel;240.0;42.8;2.2;18850
hyundi;2016;Automatic;53000;Diesel;330.0;33.6;2.5;11995
ford;2017;Manual;24805;Diesel;125.0;56.5;2.0;17650
skoda;2020;Manual;503;Petrol;145.0;50.4;1.0;15490
bmw;2019;Semi-Auto;9403;Petrol;145.0;32.5;3.0;42275
ford;2018;Manual;55203;Diesel;150.0;56.5;2.0;13985
merc;2015;Automatic;39518;Diesel;125.0;56.5;2.1;17375
ford;2019;Semi-Auto;10;Diesel;145.0;37.2;2.0;34000
merc;2019;Automatic;5500;Diesel;145.0;47.9;2.9;44699
ford;2015;Manual;39100;Petrol;30.0;57.7;1.2;5495
audi;2019;Semi-Auto;9089;Diesel;145.0;33.6;3.0;51991
audi;2017;Automatic;30884;Diesel;145.0;52.3;3.0;22000
audi;2018;Automatic;3562;Petrol;145.0;23.0;5.2;94990
skoda;2019;Manual;5000;Petrol;145.0;49.6;1.0;14995
audi;2016;Semi-Auto;10172;Petrol;570.0;24.8;5.2;79900
merc;2015;Automatic;17700;Diesel;200.0;48.7;3.0;29995
vauxhall;2017;Manual;15593;Petrol;145.0;47.1;1.4;11998
hyundi;2017;Manual;27287;Diesel;145.0;47.1;2.2;16989
hyundi;2018;Automatic;35607;Diesel;145.0;28.0;2.5;15990
toyota;2017;Automatic;37909;Petrol;160.0;43.5;1.8;14033
hyundi;2016;Manual;34504;Diesel;30.0;65.7;1.7;11094
merc;2018;Manual;20841;Diesel;145.0;46.3;2.1;20498
skoda;2020;Semi-Auto;2777;Petrol;150.0;44.1;1.5;24904
toyota;2014;Manual;51394;Diesel;30.0;62.8;1.6;7990
toyota;2017;Manual;23161;Petrol;150.0;41.5;1.6;11998
audi;2019;Automatic;6954;Petrol;145.0;21.6;5.2;109990
hyundi;2019;Manual;30;Diesel;145.0;54.3;1.6;16000
vw;2014;Manual;50400;Diesel;30.0;60.1;2.0;10500
toyota;2016;Automatic;21184;Hybrid;0.0;94.1;1.8;19390
skoda;2016;Manual;68406;Diesel;0.0;78.5;1.4;6440
vauxhall;2018;Manual;9460;Diesel;145.0;53.3;1.5;13794
ford;2016;Manual;31307;Diesel;30.0;64.2;1.5;12360
vw;2015;Manual;38442;Diesel;20.0;55.4;2.0;11699
audi;2019;Automatic;11464;Diesel;145.0;33.6;3.0;51862
vw;2019;Automatic;2536;Diesel;145.0;50.4;2.0;27399
bmw;2019;Automatic;5980;Diesel;145.0;34.9;3.0;56290
skoda;2020;Manual;1000;Petrol;145.0;47.9;1.0;17495
skoda;2017;Manual;18500;Petrol;150.0;61.4;1.0;10500
merc;2017;Automatic;28871;Diesel;145.0;45.6;3.0;29300
vw;2019;Automatic;5000;Diesel;145.0;32.8;2.0;44090
bmw;2020;Semi-Auto;3;Petrol;145.0;26.4;3.0;58999
bmw;2012;Automatic;50319;Diesel;160.0;51.4;3.0;12970
merc;2015;Semi-Auto;71000;Diesel;200.0;46.3;2.1;18495
skoda;2019;Automatic;1000;Petrol;145.0;45.6;1.5;17995
skoda;2011;Manual;96000;Petrol;205.0;41.5;1.4;4490
hyundi;2019;Manual;13312;Diesel;150.0;31.7;2.5;18499
hyundi;2014;Automatic;27082;Petrol;200.0;43.6;1.6;7250
toyota;2017;Automatic;30130;Hybrid;140.0;64.2;1.8;22991
vw;2019;Automatic;6542;Diesel;260.0;33.6;3.0;37999
bmw;2013;Automatic;58024;Diesel;160.0;51.4;3.0;15499
merc;2015;Automatic;17957;Diesel;125.0;57.7;2.1;21000
skoda;2020;Manual;1309;Diesel;145.0;57.7;1.6;18245
vw;2020;Automatic;10;Diesel;260.0;28.3;3.0;37000
ford;2016;Manual;25108;Diesel;200.0;44.8;2.0;16998
bmw;2010;Manual;81000;Petrol;570.0;22.8;4.0;17650
vw;2016;Manual;22032;Petrol;125.0;52.3;1.4;13552
ford;2017;Manual;28346;Diesel;145.0;64.2;1.5;12000
toyota;2008;Automatic;174419;Diesel;565.0;31.4;3.0;6950
merc;2001;Automatic;64476;Petrol;325.0;27.2;3.2;4990
